"ToxPi Score","HClust Group","KMeans Group","Name","Source","Infection Rate: Transmissible Cases!20!0xcc3333ff","Infection Rate: Disease Spread!5!0xe64d4dff","Pop Concentration: Pop Mobility!10!0x57b757ff","Pop Concentration: Residential Density!5!0x5ced5cff","Intervention: Vaccines!15!0x4258c9ff","Intervention: Social Distancing!5!0x6079f7ff","Intervention: Testing!5!0x7d90f3ff","Health & Environment: Hospital Beds!10!0x6b0b9eff","Health & Environment: Hospital Ventilators!10!0x7e24aeff","Health & Environment: Pop Demographics!3!0x933fbfff","Health & Environment: Air Pollution!3!0xa95ad2ff","Health & Environment: Age Distribution!3!0xc177e7ff","Health & Environment: Co-morbidities!3!0xdb95feff","Health & Environment: Health Disparities!3!0xe1a6ffff"
"0.46510346874319636","5","2","Nebraska, Knox","-97.8918,42.6376","0.6761123734362914","0.666453587889152","0.3856682725384303","0.4721","0.5506555423122765","0.575","0.4857538799005584","0.4158415841584159","0.0","0.47305011412612225","0.2754491017964072","0.6884403224054082","0.2797590550527349","0.1888448616168757"
"0.4650701284262553","9","3","Michigan, Osceola","-85.3257,43.9899","0.4839324642657642","0.446830721120509","0.5015982447771091","0.7724","0.634088200238379","0.825","0.2710259555298802","0.4257425742574258","0.0","0.2983299608411216","0.311377245508982","0.6226493223021841","0.42062881465838947","0.5027976500684107"
"0.4650520716114333","6","6","Colorado, Denver","-104.8726,39.7602","0.5156151634014355","0.4691983168602067","0.8265312278269804","0.8717","0.23718712753277713","1.0","0.18601364887665306","0.6633663366336633","0.0","0.6153789184523565","0.311377245508982","0.40944379978250145","0.12484111133514526","0.23947942719842225"
"0.4648915083078288","9","3","Oklahoma, Pittsburg","-95.7513,34.9207","0.3883187422525235","0.3218009143951653","0.5104028452235154","0.7698","0.5983313468414779","1.0","0.4017765266761177","0.39603960396039606","0.0","0.7201797511041752","0.38922155688622756","0.6037268925796017","0.4866871489288683","0.5390160124727027"
"0.46484116940850595","8","7","Tennessee, Marshall","-86.7642,35.458","0.5137654379253908","0.42597504069008946","0.5550091837521365","0.2996","0.6281287246722288","1.0","0.0","0.5742574257425742","0.0","0.4518749289932658","0.44311377245508987","0.526341402378779","0.451543207107128","0.4159053603530008"
"0.4648402081953503","7","10","Georgia, Lamar","-84.1426,33.0784","0.2933099755732126","0.2686060326388217","0.5214100937057612","0.3699","0.7210965435041716","1.0","0.3112649748954262","0.6732673267326732","0.0","0.5835907134034696","0.49101796407185627","0.5449798764246452","0.47747424812889583","0.6048518357886776"
"0.46479445161296135","8","5","Illinois, Union","-89.2555,37.4712","0.42749662931352084","0.3267758525515215","0.5431066702320128","0.7609","0.46007151370679383","1.0","0.11960935595824292","0.7821782178217821","0.0","0.3423798541902965","0.49101796407185627","0.6189409155096902","0.3851632049380013","0.40888637673583716"
"0.46477711721091386","6","6","New York, Erie","-78.7306,42.7625","0.4380509840045372","0.3886854063152553","0.7630551447653404","0.6355","0.3051251489868892","1.0","0.20764324746922225","0.8118811881188118","0.0","0.5687628246027425","0.4610778443113772","0.5627304600978258","0.31747316005085263","0.1670584470816669"
"0.4647301474036437","8","1","Colorado, Huerfano","-104.9613,37.6847","0.6080913455080404","0.5864095728018568","0.48000119032237765","0.6864","0.4910607866507748","0.675","0.1230692864916974","0.594059405940594","0.0","0.4862539766857786","0.08383233532934134","0.7810707630337572","0.2913354067729333","0.3075994419596764"
"0.46471182859605437","8","9","Michigan, Arenac","-83.8928,44.0636","0.5089767908543142","0.47456498834174105","0.5441980682542641","0.2709","0.5232419547079857","1.0","0.19797327707678034","0.6633663366336633","0.0","0.3033264653023231","0.3173652694610779","0.6806267907799217","0.4390529084876153","0.4763560146115585"
"0.4646577287373455","10","7","Alabama, Coosa","-86.2485,32.9369","0.5390387437673065","0.4703455043932464","0.460369687452182","0.2913","0.6519666269368295","0.575","0.269172808008072","0.48514851485148514","0.0","0.6268112722785292","0.47904191616766467","0.6510586369018438","0.593715841503108","0.4564473362464243"
"0.46464937841127596","8","3","Oklahoma, Garfield","-97.7827,36.3791","0.5120013876893873","0.45541154568165004","0.541872182275221","0.3922","0.5399284862932062","1.0","0.41275312051853297","0.4653465346534653","0.0","0.5646959891591001","0.3712574850299401","0.5287228277828","0.3701836802553464","0.4157974486574683"
"0.464623490692916","7","9","Oklahoma, Rogers","-95.6041,36.37","0.4400058244534287","0.36179899465401355","0.5539929514051664","0.2773","0.5816448152562576","1.0","0.3879832202150478","0.6831683168316831","0.0","0.6089032546950814","0.44910179640718567","0.526341402378779","0.3508095765578815","0.20835616818286032"
"0.4646037280062042","7","10","Georgia, Gilmer","-84.458,34.6932","0.3303930837176504","0.3289489229528374","0.5233687653263769","0.2728","0.6483909415971394","1.0","0.2867944183758009","0.8514851485148515","0.0","0.277607684227269","0.4131736526946108","0.6774549264631455","0.3711948547813903","0.5723659342518626"
"0.4645097060528503","8","9","Pennsylvania, Franklin","-77.7216,39.9296","0.4589835618209425","0.39050633025801845","0.6087189349609184","0.2579","0.5506555423122765","1.0","0.240805829538955","0.7326732673267327","0.0","0.3636131939827351","0.44311377245508987","0.595880459448231","0.37828366215256753","0.26960338273492807"
"0.46447442719775334","6","9","South Carolina, Lexington","-81.2715,33.8967","0.47762912011947034","0.3788139533313246","0.6191180988058298","0.4693","0.47437425506555425","1.0","0.2239824274392653","0.693069306930693","0.0","0.5485395154466849","0.4191616766467066","0.5117241638959221","0.33473884257542963","0.28479931149673765"
